created_at,field1 (Ambient Temperature),field2 (Ambient Humidity),field3 (soil temperature),field4 (Leaf wetness sensor),field5 (Soil moisute sensor)
2021-10-27T04:51:11+00:00,32.91977,47.58329,18.42845,13045.0,13908.451
2021-10-27T04:52:39+00:00,33.41605,46.82531,18.47808,13110.0,14114.662
2021-10-27T04:54:18+00:00,34.57403,43.38798,18.64351,13015.0,13908.451
2021-10-27T04:55:55+00:00,36.41026,39.2808,18.03143,13192.0,13928.013
2021-10-27T04:57:32+00:00,37.75021,36.81297,18.34574,13110.0,14138.362
2021-10-27T04:59:01+00:00,38.77585,33.79869,18.52771,13147.0,14180.539
2021-10-27T05:00:30+00:00,39.71878,31.89494,18.61042,13037.0,14054.275
2021-10-27T05:02:09+00:00,40.52937,30.48475,18.51117,13099.0,13947.575
2021-10-27T05:03:43+00:00,41.32341,29.39186,18.52771,13047.0,13967.136
2021-10-27T05:05:10+00:00,42.134,28.75727,18.51117,13115.0,13928.013
2021-10-27T05:06:37+00:00,42.72953,27.36471,18.62697,13093.0,13947.575
2021-10-27T05:08:06+00:00,43.32507,27.36471,18.46154,13179.0,14073.838
2021-10-27T05:09:35+00:00,43.70554,26.7125,18.57734,13129.0,14134.224
2021-10-27T05:11:04+00:00,44.20182,25.88401,18.66005,13164.0,13947.575
2021-10-27T05:12:31+00:00,44.66501,24.6501,18.62697,13179.0,13928.013
2021-10-27T05:44:25+00:00,47.97353,19.16799,19.43755,13101.0,14093.4
2021-10-27T05:45:54+00:00,48.30438,19.27375,18.69313,13125.0,13908.451
2021-10-27T05:47:30+00:00,48.80066,19.71444,19.55335,13089.0,13947.575
2021-10-27T05:48:59+00:00,49.29694,19.16799,19.50372,13158.0,14242.972
2021-10-27T05:50:26+00:00,49.79322,17.68729,19.28867,13033.0,14054.275
2021-10-27T05:52:03+00:00,49.95864,17.9517,19.63606,13000.0,14116.709
2021-10-27T05:53:32+00:00,50.42184,18.00458,19.81803,13089.0,13988.398
2021-10-27T05:55:01+00:00,50.78577,18.05746,19.8842,13070.0,14203.849
2021-10-27T05:56:38+00:00,51.11662,17.84594,19.66915,13017.0,13928.013
2021-10-27T05:58:07+00:00,51.28205,17.7578,19.90074,13046.0,13986.698
2021-10-27T05:59:36+00:00,51.33168,16.17134,20.72787,13038.0,14015.151
2021-10-27T06:31:38+00:00,52.57237,15.09607,20.43011,13143.0,14134.224
2021-10-27T06:33:07+00:00,52.93631,15.5015,20.7775,13138.0,14034.714
2021-10-27T06:34:36+00:00,53.41605,14.70827,20.87676,13136.0,14073.838
2021-10-27T06:36:03+00:00,53.43259,13.86215,20.74442,13121.0,13947.575
2021-10-27T07:08:04+00:00,53.44913,14.07368,21.30687,13119.0,13908.451
2021-10-27T07:09:33+00:00,53.58147,14.07368,21.17452,13096.0,13987.815
2021-10-27T07:11:02+00:00,53.77999,13.72114,20.8933,13047.0,14054.275
2021-10-27T07:12:31+00:00,54.25972,13.87978,20.46319,13188.0,14155.537
2021-10-27T07:14:00+00:00,54.42514,13.633,21.45575,13159.0,14034.714
2021-10-27T07:15:29+00:00,54.756,13.47435,21.53846,13187.0,14243.531
2021-10-27T07:47:33+00:00,54.54094,12.04654,21.33995,13035.0,13928.013
2021-10-27T08:19:37+00:00,54.92142,12.06416,21.60463,13035.0,14164.725
2021-10-27T08:51:42+00:00,54.0943,12.3462,21.75352,13112.0,14141.414
2021-10-27T09:23:49+00:00,47.46071,16.43575,21.57155,13084.0,13888.889
2021-10-27T09:55:37+00:00,35.4177,30.29085,21.17452,13189.0,13888.889
2021-10-27T09:57:06+00:00,35.16956,30.92543,21.48883,13184.0,13908.451
2021-10-27T09:58:35+00:00,35.08685,31.13696,21.52192,13134.0,14015.151
2021-10-27T10:30:17+00:00,32.42349,35.94923,20.94293,13067.0,13888.889
2021-10-27T10:31:44+00:00,32.58892,35.8611,20.97602,13119.0,14015.151
